00:24:59.069 | Info | ({'method':'POST','host':'localhost','port':'443','path':'/category_master/bulkUpload','headers':({'authorization':'Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiI0YjQ1YTUzZS1hNDE3LTQ4ODItYmMzNS1jMjEyYmEzNWExODMiLCJpYXQiOjE3MTY4OTA5NDMsImV4cCI6MjQzNjg5MDk0M30.PHhOw5U4iHn-aaURo3Ci95WDNpwSa6Nrwb4eMKr49CE','user-agent':'PostmanRuntime/7.39.0','accept':'*/*','postman-token':'328420b7-1b94-4179-9c20-f0632945116e','host':'localhost:3000','accept-encoding':'gzip, deflate, br','connection':'keep-alive','content-type':'multipart/form-data; boundary=--------------------------371220275946965533848758','content-length':'9502'}),'params':({}),'body':({'upload_mode':'2'})}) | Service: SUCCESS | 
01:12:25.746 | Info | ({'method':'POST','host':'localhost','port':'443','path':'/ghg_protocol_category_master/filter_serarch','headers':({'content-type':'application/json','authorization':'Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiI0YjQ1YTUzZS1hNDE3LTQ4ODItYmMzNS1jMjEyYmEzNWExODMiLCJpYXQiOjE3MTY4OTA5NDMsImV4cCI6MjQzNjg5MDk0M30.PHhOw5U4iHn-aaURo3Ci95WDNpwSa6Nrwb4eMKr49CE','user-agent':'PostmanRuntime/7.39.0','accept':'*/*','postman-token':'b8482008-0b14-4b5b-8206-47a4cca74480','host':'localhost:3000','accept-encoding':'gzip, deflate, br','connection':'keep-alive','content-length':'94'}),'params':({}),'body':({'ghg_protocol_category_name':({}),'scope':({}),'page':({}),'limit':({}),'is_deleted':'0'})}) | Service: SUCCESS | 
01:12:47.556 | Info | ({'method':'POST','host':'localhost','port':'443','path':'/ghg_protocol_category_master/filter_serarch','headers':({'content-type':'application/json','authorization':'Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiI0YjQ1YTUzZS1hNDE3LTQ4ODItYmMzNS1jMjEyYmEzNWExODMiLCJpYXQiOjE3MTY4OTA5NDMsImV4cCI6MjQzNjg5MDk0M30.PHhOw5U4iHn-aaURo3Ci95WDNpwSa6Nrwb4eMKr49CE','user-agent':'PostmanRuntime/7.39.0','accept':'*/*','postman-token':'a852a488-764f-4946-a108-a7b3c7039442','host':'localhost:3000','accept-encoding':'gzip, deflate, br','connection':'keep-alive','content-length':'93'}),'params':({}),'body':({'ghg_protocol_category_name':({}),'scope':({}),'page':({}),'limit':({}),'is_deleted':'0'})}) | Service: SUCCESS | 
01:12:54.159 | Info | ({'method':'POST','host':'localhost','port':'443','path':'/ghg_protocol_category_master/filter_serarch','headers':({'content-type':'application/json','authorization':'Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiI0YjQ1YTUzZS1hNDE3LTQ4ODItYmMzNS1jMjEyYmEzNWExODMiLCJpYXQiOjE3MTY4OTA5NDMsImV4cCI6MjQzNjg5MDk0M30.PHhOw5U4iHn-aaURo3Ci95WDNpwSa6Nrwb4eMKr49CE','user-agent':'PostmanRuntime/7.39.0','accept':'*/*','postman-token':'700c344e-28d0-4efd-9a41-2e0407e25b63','host':'localhost:3000','accept-encoding':'gzip, deflate, br','connection':'keep-alive','content-length':'94'}),'params':({}),'body':({'ghg_protocol_category_name':({}),'scope':({}),'page':({}),'limit':({}),'is_deleted':'0'})}) | Service: SUCCESS | 
01:13:25.535 | Info | ({'method':'POST','host':'localhost','port':'443','path':'/ghg_protocol_category_master/soft/delete','headers':({'content-type':'application/json','authorization':'Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiI0YjQ1YTUzZS1hNDE3LTQ4ODItYmMzNS1jMjEyYmEzNWExODMiLCJpYXQiOjE3MTY4OTA5NDMsImV4cCI6MjQzNjg5MDk0M30.PHhOw5U4iHn-aaURo3Ci95WDNpwSa6Nrwb4eMKr49CE','user-agent':'PostmanRuntime/7.39.0','accept':'*/*','postman-token':'aa984048-48c4-4760-a328-d757e2d64891','host':'localhost:3000','accept-encoding':'gzip, deflate, br','connection':'keep-alive','content-length':'92'}),'params':({}),'body':({'id':['93aca583-a8c8-4bb2-80d0-6d9f16ae44d5','55daedad-502b-4657-889d-3a4b8be671ae']})}) | Service: SUCCESS | 
01:13:35.939 | Info | ({'method':'PUT','host':'localhost','port':'443','path':'/ghg_protocol_category_master/93aca583-a8c8-4bb2-80d0-6d9f16ae44d5','headers':({'content-type':'application/json','authorization':'Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiI0YjQ1YTUzZS1hNDE3LTQ4ODItYmMzNS1jMjEyYmEzNWExODMiLCJpYXQiOjE3MTY4OTA5NDMsImV4cCI6MjQzNjg5MDk0M30.PHhOw5U4iHn-aaURo3Ci95WDNpwSa6Nrwb4eMKr49CE','user-agent':'PostmanRuntime/7.39.0','accept':'*/*','postman-token':'d4fb7ef1-872d-4b1e-963f-7b99d56f4bdb','host':'localhost:3000','accept-encoding':'gzip, deflate, br','connection':'keep-alive','content-length':'70'}),'params':({'id':'93aca583-a8c8-4bb2-80d0-6d9f16ae44d5'}),'body':({'ghg_protocol_category_name':'Test','scope':'Scope 1','updated_by':'4b45a53e-a417-4882-bc35-c212ba35a183'})}) | Service: SUCCESS | 
01:13:51.874 | Info | ({'method':'DELETE','host':'localhost','port':'443','path':'/ghg_protocol_category_master/delete/multi','headers':({'content-type':'application/json','authorization':'Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiI0YjQ1YTUzZS1hNDE3LTQ4ODItYmMzNS1jMjEyYmEzNWExODMiLCJpYXQiOjE3MTY4OTA5NDMsImV4cCI6MjQzNjg5MDk0M30.PHhOw5U4iHn-aaURo3Ci95WDNpwSa6Nrwb4eMKr49CE','user-agent':'PostmanRuntime/7.39.0','accept':'*/*','postman-token':'9da9264d-45bf-44dd-a486-776b92559301','host':'localhost:3000','accept-encoding':'gzip, deflate, br','connection':'keep-alive','content-length':'92'}),'params':({}),'body':({'id':['f628d037-8dda-4651-a3ac-c3cbcb5953e2','93aca583-a8c8-4bb2-80d0-6d9f16ae44d5']})}) | Service: SUCCESS | 
01:15:28.369 | Info | ({'method':'POST','host':'localhost','port':'443','path':'/ghg_protocol_category_master/bulkUpload','headers':({'authorization':'Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiI0YjQ1YTUzZS1hNDE3LTQ4ODItYmMzNS1jMjEyYmEzNWExODMiLCJpYXQiOjE3MTY4OTA5NDMsImV4cCI6MjQzNjg5MDk0M30.PHhOw5U4iHn-aaURo3Ci95WDNpwSa6Nrwb4eMKr49CE','user-agent':'PostmanRuntime/7.39.0','accept':'*/*','postman-token':'e6986604-4443-489b-8753-0345490a996b','host':'localhost:3000','accept-encoding':'gzip, deflate, br','connection':'keep-alive','content-type':'multipart/form-data; boundary=--------------------------493246426328472352536321','content-length':'9160'}),'params':({}),'body':({'upload_mode':'1'})}) | Service: SUCCESS | 
02:33:42.231 | Info | ({'method':'POST','host':'localhost','port':'443','path':'/assurance_master','headers':({'content-type':'application/json','authorization':'Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiI0YjQ1YTUzZS1hNDE3LTQ4ODItYmMzNS1jMjEyYmEzNWExODMiLCJpYXQiOjE3MTY4OTA5NDMsImV4cCI6MjQzNjg5MDk0M30.PHhOw5U4iHn-aaURo3Ci95WDNpwSa6Nrwb4eMKr49CE','user-agent':'PostmanRuntime/7.39.0','accept':'*/*','postman-token':'cb0617f2-5b92-45d3-b0f7-4c9f40619e39','host':'localhost:3000','accept-encoding':'gzip, deflate, br','connection':'keep-alive','content-length':'111'}),'params':({}),'body':({'rating':'2.5','record_date':'2024-12-12','file':'abc.pdf','assured_by':'Palash','created_by':'4b45a53e-a417-4882-bc35-c212ba35a183'})}) | Service: SUCCESS | 
02:34:05.463 | Info | ({'method':'POST','host':'localhost','port':'443','path':'/assurance_master','headers':({'content-type':'application/json','authorization':'Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiI0YjQ1YTUzZS1hNDE3LTQ4ODItYmMzNS1jMjEyYmEzNWExODMiLCJpYXQiOjE3MTY4OTA5NDMsImV4cCI6MjQzNjg5MDk0M30.PHhOw5U4iHn-aaURo3Ci95WDNpwSa6Nrwb4eMKr49CE','user-agent':'PostmanRuntime/7.39.0','accept':'*/*','postman-token':'e9dda7c1-cbf5-4ac8-a8f8-46b03baed35a','host':'localhost:3000','accept-encoding':'gzip, deflate, br','connection':'keep-alive','content-length':'110'}),'params':({}),'body':({'rating':'.5','record_date':'2024-12-12','file':'abc.pdf','assured_by':'Palash','created_by':'4b45a53e-a417-4882-bc35-c212ba35a183'})}) | Service: SUCCESS | 
02:34:11.294 | Info | ({'method':'POST','host':'localhost','port':'443','path':'/assurance_master','headers':({'content-type':'application/json','authorization':'Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiI0YjQ1YTUzZS1hNDE3LTQ4ODItYmMzNS1jMjEyYmEzNWExODMiLCJpYXQiOjE3MTY4OTA5NDMsImV4cCI6MjQzNjg5MDk0M30.PHhOw5U4iHn-aaURo3Ci95WDNpwSa6Nrwb4eMKr49CE','user-agent':'PostmanRuntime/7.39.0','accept':'*/*','postman-token':'a0bd4fd7-c84d-441f-ae79-0e12d3b53520','host':'localhost:3000','accept-encoding':'gzip, deflate, br','connection':'keep-alive','content-length':'111'}),'params':({}),'body':({'rating':'2.5','record_date':'2024-12-12','file':'abc.pdf','assured_by':'Palash','created_by':'4b45a53e-a417-4882-bc35-c212ba35a183'})}) | Service: SUCCESS | 
02:34:17.298 | Info | ({'method':'POST','host':'localhost','port':'443','path':'/assurance_master','headers':({'content-type':'application/json','authorization':'Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiI0YjQ1YTUzZS1hNDE3LTQ4ODItYmMzNS1jMjEyYmEzNWExODMiLCJpYXQiOjE3MTY4OTA5NDMsImV4cCI6MjQzNjg5MDk0M30.PHhOw5U4iHn-aaURo3Ci95WDNpwSa6Nrwb4eMKr49CE','user-agent':'PostmanRuntime/7.39.0','accept':'*/*','postman-token':'75686f11-06de-45ae-b9ed-fb2d8461851e','host':'localhost:3000','accept-encoding':'gzip, deflate, br','connection':'keep-alive','content-length':'111'}),'params':({}),'body':({'rating':'2.7','record_date':'2024-12-12','file':'abc.pdf','assured_by':'Palash','created_by':'4b45a53e-a417-4882-bc35-c212ba35a183'})}) | Service: SUCCESS | 
02:34:28.135 | Info | ({'method':'GET','host':'localhost','port':'443','path':'/assurance_master','headers':({'authorization':'Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiI0YjQ1YTUzZS1hNDE3LTQ4ODItYmMzNS1jMjEyYmEzNWExODMiLCJpYXQiOjE3MTY4OTA5NDMsImV4cCI6MjQzNjg5MDk0M30.PHhOw5U4iHn-aaURo3Ci95WDNpwSa6Nrwb4eMKr49CE','user-agent':'PostmanRuntime/7.39.0','accept':'*/*','postman-token':'94156e08-2618-4e5d-898f-c5b2e91c2632','host':'localhost:3000','accept-encoding':'gzip, deflate, br','connection':'keep-alive'}),'params':({}),'body':({})}) | Service: SUCCESS | 
02:34:37.298 | Info | ({'method':'GET','host':'localhost','port':'443','path':'/assurance_master','headers':({'authorization':'Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiI0YjQ1YTUzZS1hNDE3LTQ4ODItYmMzNS1jMjEyYmEzNWExODMiLCJpYXQiOjE3MTY4OTA5NDMsImV4cCI6MjQzNjg5MDk0M30.PHhOw5U4iHn-aaURo3Ci95WDNpwSa6Nrwb4eMKr49CE','user-agent':'PostmanRuntime/7.39.0','accept':'*/*','postman-token':'ec1f6df1-84f1-4c91-bf4a-f9bd429d0e9d','host':'localhost:3000','accept-encoding':'gzip, deflate, br','connection':'keep-alive'}),'params':({}),'body':({})}) | Service: SUCCESS | 
02:35:59.102 | Info | ({'method':'POST','host':'localhost','port':'443','path':'/assurance_master/filter_serarch','headers':({'content-type':'application/json','authorization':'Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiI0YjQ1YTUzZS1hNDE3LTQ4ODItYmMzNS1jMjEyYmEzNWExODMiLCJpYXQiOjE3MTY4OTA5NDMsImV4cCI6MjQzNjg5MDk0M30.PHhOw5U4iHn-aaURo3Ci95WDNpwSa6Nrwb4eMKr49CE','user-agent':'PostmanRuntime/7.39.0','accept':'*/*','postman-token':'29f9200d-b277-4b29-8b18-3a40815702f4','host':'localhost:3000','accept-encoding':'gzip, deflate, br','connection':'keep-alive','content-length':'143'}),'params':({}),'body':({'rating':({}),'record_date':({}),'file':({}),'assured_by':({}),'page':({}),'limit':({}),'is_deleted':'0'})}) | Service: SUCCESS | 
02:36:39.267 | Info | ({'method':'PUT','host':'localhost','port':'443','path':'/assurance_master/fa7a0f85-e3b3-4243-b809-1f352e03fd11','headers':({'content-type':'application/json','authorization':'Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiI0YjQ1YTUzZS1hNDE3LTQ4ODItYmMzNS1jMjEyYmEzNWExODMiLCJpYXQiOjE3MTY4OTA5NDMsImV4cCI6MjQzNjg5MDk0M30.PHhOw5U4iHn-aaURo3Ci95WDNpwSa6Nrwb4eMKr49CE','user-agent':'PostmanRuntime/7.39.0','accept':'*/*','postman-token':'3bdb24c0-80fb-420b-aaf0-37293cf7ba0f','host':'localhost:3000','accept-encoding':'gzip, deflate, br','connection':'keep-alive','content-length':'114'}),'params':({'id':'fa7a0f85-e3b3-4243-b809-1f352e03fd11'}),'body':({'rating':'2.88','record_date':'2024-12-12','file':'abc.pdf','assured_by':'Palash 2','updated_by':'4b45a53e-a417-4882-bc35-c212ba35a183'})}) | Service: SUCCESS | 
02:36:50.762 | Info | ({'method':'POST','host':'localhost','port':'443','path':'/assurance_master/filter_serarch','headers':({'content-type':'application/json','authorization':'Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiI0YjQ1YTUzZS1hNDE3LTQ4ODItYmMzNS1jMjEyYmEzNWExODMiLCJpYXQiOjE3MTY4OTA5NDMsImV4cCI6MjQzNjg5MDk0M30.PHhOw5U4iHn-aaURo3Ci95WDNpwSa6Nrwb4eMKr49CE','user-agent':'PostmanRuntime/7.39.0','accept':'*/*','postman-token':'6d27dccd-93b3-4d54-9f68-18e7a7f824b4','host':'localhost:3000','accept-encoding':'gzip, deflate, br','connection':'keep-alive','content-length':'140'}),'params':({}),'body':({'rating':({}),'record_date':({}),'file':({}),'assured_by':({}),'page':({}),'limit':({}),'is_deleted':'0'})}) | Service: SUCCESS | 
02:37:09.826 | Info | ({'method':'POST','host':'localhost','port':'443','path':'/assurance_master/filter_serarch','headers':({'content-type':'application/json','authorization':'Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiI0YjQ1YTUzZS1hNDE3LTQ4ODItYmMzNS1jMjEyYmEzNWExODMiLCJpYXQiOjE3MTY4OTA5NDMsImV4cCI6MjQzNjg5MDk0M30.PHhOw5U4iHn-aaURo3Ci95WDNpwSa6Nrwb4eMKr49CE','user-agent':'PostmanRuntime/7.39.0','accept':'*/*','postman-token':'22b223a5-2213-4431-9bdc-18a8c1d15154','host':'localhost:3000','accept-encoding':'gzip, deflate, br','connection':'keep-alive','content-length':'144'}),'params':({}),'body':({'rating':({}),'record_date':({}),'file':({}),'assured_by':({}),'page':({}),'limit':({}),'is_deleted':'0'})}) | Service: SUCCESS | 
02:37:48.120 | Info | ({'method':'POST','host':'localhost','port':'443','path':'/assurance_master/soft/delete','headers':({'content-type':'application/json','authorization':'Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiI0YjQ1YTUzZS1hNDE3LTQ4ODItYmMzNS1jMjEyYmEzNWExODMiLCJpYXQiOjE3MTY4OTA5NDMsImV4cCI6MjQzNjg5MDk0M30.PHhOw5U4iHn-aaURo3Ci95WDNpwSa6Nrwb4eMKr49CE','user-agent':'PostmanRuntime/7.39.0','accept':'*/*','postman-token':'af630e86-5dfd-45de-906b-e838cd69cf9a','host':'localhost:3000','accept-encoding':'gzip, deflate, br','connection':'keep-alive','content-length':'92'}),'params':({}),'body':({'id':['93aca583-a8c8-4bb2-80d0-6d9f16ae44d5','52a36ee8-93f6-4111-8a32-3556469048f5']})}) | Service: SUCCESS | 
02:37:54.229 | Info | ({'method':'GET','host':'localhost','port':'443','path':'/assurance_master','headers':({'authorization':'Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiI0YjQ1YTUzZS1hNDE3LTQ4ODItYmMzNS1jMjEyYmEzNWExODMiLCJpYXQiOjE3MTY4OTA5NDMsImV4cCI6MjQzNjg5MDk0M30.PHhOw5U4iHn-aaURo3Ci95WDNpwSa6Nrwb4eMKr49CE','user-agent':'PostmanRuntime/7.39.0','accept':'*/*','postman-token':'dbcc4139-74dd-49a2-92e3-05fb018881cf','host':'localhost:3000','accept-encoding':'gzip, deflate, br','connection':'keep-alive'}),'params':({}),'body':({})}) | Service: SUCCESS | 
